Tuổi,Nghỉ_việc,Tần_suất_công_tác,Mức_tính_theo_ngày,Phòng_ban,Khoảng_cách_từ_nhà,Trình_độ_học_vấn,Chuyên_ngành_đào_tạo,Số_lượng_nhân_viên,Mã_nhân_viên,Mức_hài_lòng_môi_trường,Giới_tính,Mức_tính_theo_giờ,Mức_độ_gắn_kết_công_việc,Cấp_bậc_công_việc,Vai_trò_công_việc,Mức_hài_lòng_công_việc,Tình_trạng_hôn_nhân,Thu_nhập_hàng_tháng,Mức_tính_theo_tháng,Số_công_ty_đã_làm,Trên_18_tuổi,Làm_thêm_giờ,Tỷ_lệ_tăng_lương_phần_trăm,Đánh_giá_hiệu_suất,Mức_hài_lòng_mối_quan_hệ,Số_giờ_tiêu_chuẩn,Mức_quyền_chọn_cổ_phiếu,Tổng_số_năm_làm_việc,Số_lần_đào_tạo_năm_trước,Cân_bằng_công_việc_cuộc_sống,Số_năm_tại_công_ty,Số_năm_ở_vai_trò_hiện_tại,Số_năm_từ_lần_thăng_chức_gần_nhất,Số_năm_làm_với_quản_lý_hiện_tại
42,Không,Thường_xuyên_công_tác,288,Nghiên_cứu_và_Phát_triển,2,3,Khoa_học_sự_sống,1,1547,4,Nam,40,3,3,Đại_diện_chăm_sóc_sức_khỏe,4,Đã_kết_hôn,10124,18611,2,Có,Có,14,3,3,80,1,24,3,1,20,8,13,9
40,Không,Ít_khi_công_tác,1342,Kinh_doanh,9,2,Y_khoa,1,1548,1,Nam,47,3,2,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,5473,19345,0,Có,Không,12,3,4,80,0,9,5,4,8,4,7,1
33,Không,Ít_khi_công_tác,589,Nghiên_cứu_và_Phát_triển,28,4,Khoa_học_sự_sống,1,1549,2,Nam,79,3,2,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Đã_kết_hôn,5207,22949,1,Có,Có,12,3,2,80,1,15,3,3,15,14,5,7
40,Không,Ít_khi_công_tác,898,Nhân_sự,6,2,Y_khoa,1,1550,3,Nam,38,3,4,Quản_lý,4,Độc_thân,16437,17381,1,Có,Có,21,4,4,80,0,21,2,3,21,7,7,7
24,Không,Ít_khi_công_tác,350,Nghiên_cứu_và_Phát_triển,21,2,Bằng_kỹ_thuật,1,1551,3,Nam,57,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Ly_hôn,2296,10036,0,Có,Không,14,3,2,80,3,2,3,3,1,1,0,0
40,Không,Không_công_tác,1142,Nghiên_cứu_và_Phát_triển,8,2,Khoa_học_sự_sống,1,1552,4,Nam,72,3,2,Đại_diện_chăm_sóc_sức_khỏe,4,Ly_hôn,4069,8841,3,Có,Có,18,3,3,80,0,8,2,3,2,2,2,2
45,Không,Ít_khi_công_tác,538,Nghiên_cứu_và_Phát_triển,1,4,Bằng_kỹ_thuật,1,1553,1,Nam,66,3,3,Đại_diện_chăm_sóc_sức_khỏe,2,Ly_hôn,7441,20933,1,Có,Không,12,3,1,80,3,10,4,3,10,8,7,7
35,Không,Ít_khi_công_tác,1402,Kinh_doanh,28,4,Khoa_học_sự_sống,1,1554,2,Nữ,98,2,1,Đại_diện_kinh_doanh,3,Đã_kết_hôn,2430,26204,0,Có,Không,23,4,1,80,2,6,5,3,5,3,4,2
32,Không,Ít_khi_công_tác,824,Nghiên_cứu_và_Phát_triển,5,2,Khoa_học_sự_sống,1,1555,4,Nữ,67,2,2,Nhà_nghiên_cứu_khoa_học,2,Đã_kết_hôn,5878,15624,3,Có,Không,12,3,1,80,1,12,2,3,7,1,2,5
36,Không,Ít_khi_công_tác,1157,Kinh_doanh,2,4,Khoa_học_sự_sống,1,1556,3,Nam,70,3,1,Đại_diện_kinh_doanh,4,Độc_thân,2644,17001,3,Có,Có,21,4,4,80,0,7,3,2,3,2,1,2
48,Không,Ít_khi_công_tác,492,Kinh_doanh,16,4,Khoa_học_sự_sống,1,1557,3,Nữ,96,3,2,Chuyên_viên_kinh_doanh,3,Ly_hôn,6439,13693,8,Có,Không,14,3,3,80,1,18,2,3,8,7,7,7
29,Không,Ít_khi_công_tác,598,Nghiên_cứu_và_Phát_triển,9,3,Khoa_học_sự_sống,1,1558,3,Nam,91,4,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2451,22376,6,Có,Không,18,3,1,80,2,5,2,2,1,0,0,0
33,Không,Ít_khi_công_tác,1242,Kinh_doanh,8,4,Khoa_học_sự_sống,1,1560,1,Nam,46,3,2,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,6392,10589,2,Có,Không,13,3,4,80,1,8,6,1,2,2,2,2
30,Có,Ít_khi_công_tác,740,Kinh_doanh,1,3,Khoa_học_sự_sống,1,1562,2,Nam,64,2,2,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,9714,5323,1,Có,Không,11,3,4,80,1,10,4,3,10,8,6,7
38,Không,Thường_xuyên_công_tác,888,Nhân_sự,10,4,Nhân_sự,1,1563,3,Nam,71,3,2,Nhân_sự,3,Đã_kết_hôn,6077,14814,3,Có,Không,11,3,3,80,0,10,2,3,6,3,1,2
35,Không,Ít_khi_công_tác,992,Nghiên_cứu_và_Phát_triển,1,3,Y_khoa,1,1564,4,Nam,68,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Độc_thân,2450,21731,1,Có,Không,19,3,2,80,0,3,3,3,3,0,1,2
30,Không,Ít_khi_công_tác,1288,Kinh_doanh,29,4,Bằng_kỹ_thuật,1,1568,3,Nam,33,3,3,Chuyên_viên_kinh_doanh,2,Đã_kết_hôn,9250,17799,3,Có,Không,12,3,2,80,1,9,3,3,4,2,1,3
35,Có,Ít_khi_công_tác,104,Nghiên_cứu_và_Phát_triển,2,3,Khoa_học_sự_sống,1,1569,1,Nữ,69,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Ly_hôn,2074,26619,1,Có,Có,12,3,4,80,1,1,2,3,1,0,0,0
53,Có,Ít_khi_công_tác,607,Nghiên_cứu_và_Phát_triển,2,5,Bằng_kỹ_thuật,1,1572,3,Nữ,78,2,3,Giám_đốc_sản_xuất,4,Đã_kết_hôn,10169,14618,0,Có,Không,16,3,2,80,1,34,4,3,33,7,1,9
38,Có,Ít_khi_công_tác,903,Nghiên_cứu_và_Phát_triển,2,3,Y_khoa,1,1573,3,Nam,81,3,2,Giám_đốc_sản_xuất,2,Đã_kết_hôn,4855,7653,4,Có,Không,11,3,1,80,2,7,2,3,5,2,1,4
32,Không,Không_công_tác,1200,Nghiên_cứu_và_Phát_triển,1,4,Bằng_kỹ_thuật,1,1574,4,Nam,62,3,2,Nhà_nghiên_cứu_khoa_học,1,Đã_kết_hôn,4087,25174,4,Có,Không,14,3,2,80,1,9,3,2,6,5,1,2
48,Không,Ít_khi_công_tác,1108,Nghiên_cứu_và_Phát_triển,15,4,Khác,1,1576,3,Nữ,65,3,1,Nhà_nghiên_cứu_khoa_học,1,Đã_kết_hôn,2367,16530,8,Có,Không,12,3,4,80,1,10,3,2,8,2,7,6
34,Không,Ít_khi_công_tác,479,Nghiên_cứu_và_Phát_triển,7,4,Y_khoa,1,1577,1,Nam,35,3,1,Nhà_nghiên_cứu_khoa_học,4,Độc_thân,2972,22061,1,Có,Không,13,3,3,80,0,1,4,1,1,0,0,0
55,Không,Ít_khi_công_tác,685,Kinh_doanh,26,5,Tiếp_thị,1,1578,3,Nam,60,2,5,Quản_lý,4,Đã_kết_hôn,19586,23037,1,Có,Không,21,4,3,80,1,36,3,3,36,6,2,13
34,Không,Ít_khi_công_tác,1351,Nghiên_cứu_và_Phát_triển,1,4,Khoa_học_sự_sống,1,1580,2,Nam,45,3,2,Nhà_nghiên_cứu_khoa_học,4,Đã_kết_hôn,5484,13008,9,Có,Không,17,3,2,80,1,9,3,2,2,2,2,1
26,Không,Ít_khi_công_tác,474,Nghiên_cứu_và_Phát_triển,3,3,Khoa_học_sự_sống,1,1581,1,Nữ,89,3,1,Nhà_nghiên_cứu_khoa_học,4,Đã_kết_hôn,2061,11133,1,Có,Không,21,4,1,80,0,1,5,3,1,0,0,0
38,Không,Ít_khi_công_tác,1245,Kinh_doanh,14,3,Khoa_học_sự_sống,1,1582,3,Nam,80,3,2,Chuyên_viên_kinh_doanh,2,Đã_kết_hôn,9924,12355,0,Có,Không,11,3,4,80,1,10,3,3,9,8,7,7
38,Không,Ít_khi_công_tác,437,Kinh_doanh,16,3,Khoa_học_sự_sống,1,1583,2,Nữ,90,3,2,Chuyên_viên_kinh_doanh,2,Độc_thân,4198,16379,2,Có,Không,12,3,2,80,0,8,5,4,3,2,1,2
36,Không,Ít_khi_công_tác,884,Kinh_doanh,1,4,Khoa_học_sự_sống,1,1585,2,Nữ,73,3,2,Chuyên_viên_kinh_doanh,3,Độc_thân,6815,21447,6,Có,Không,13,3,1,80,0,15,5,3,1,0,0,0
29,Không,Ít_khi_công_tác,1370,Nghiên_cứu_và_Phát_triển,3,1,Y_khoa,1,1586,2,Nam,87,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Độc_thân,4723,16213,1,Có,Có,18,3,4,80,0,10,3,3,10,9,1,5
35,Không,Ít_khi_công_tác,670,Nghiên_cứu_và_Phát_triển,10,4,Y_khoa,1,1587,1,Nữ,51,3,2,Đại_diện_chăm_sóc_sức_khỏe,3,Độc_thân,6142,4223,3,Có,Có,16,3,3,80,0,10,4,3,5,2,0,4
39,Không,Ít_khi_công_tác,1462,Kinh_doanh,6,3,Y_khoa,1,1588,4,Nam,38,4,3,Chuyên_viên_kinh_doanh,3,Đã_kết_hôn,8237,4658,2,Có,Không,11,3,1,80,1,11,3,3,7,6,7,6
29,Không,Thường_xuyên_công_tác,995,Nghiên_cứu_và_Phát_triển,2,1,Khoa_học_sự_sống,1,1590,1,Nam,87,3,2,Đại_diện_chăm_sóc_sức_khỏe,4,Ly_hôn,8853,24483,1,Có,Không,19,3,4,80,1,6,0,4,6,4,1,3
50,Không,Ít_khi_công_tác,264,Kinh_doanh,9,3,Tiếp_thị,1,1591,3,Nam,59,3,5,Quản_lý,3,Đã_kết_hôn,19331,19519,4,Có,Có,16,3,3,80,1,27,2,3,1,0,0,0
23,Không,Ít_khi_công_tác,977,Nghiên_cứu_và_Phát_triển,10,3,Bằng_kỹ_thuật,1,1592,4,Nam,45,4,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2073,12826,2,Có,Không,16,3,4,80,1,4,2,3,2,2,2,2
36,Không,Thường_xuyên_công_tác,1302,Nghiên_cứu_và_Phát_triển,6,4,Khoa_học_sự_sống,1,1594,1,Nam,80,4,2,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Đã_kết_hôn,5562,19711,3,Có,Có,13,3,4,80,1,9,3,3,3,2,0,2
42,Không,Ít_khi_công_tác,1059,Nghiên_cứu_và_Phát_triển,9,2,Khác,1,1595,4,Nam,93,2,5,Quản_lý,4,Độc_thân,19613,26362,8,Có,Không,22,4,4,80,0,24,2,3,1,0,0,1
35,Không,Ít_khi_công_tác,750,Nghiên_cứu_và_Phát_triển,28,3,Khoa_học_sự_sống,1,1596,2,Nam,46,4,2,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Đã_kết_hôn,3407,25348,1,Có,Không,17,3,4,80,2,10,3,2,10,9,6,8
34,Không,Thường_xuyên_công_tác,653,Nghiên_cứu_và_Phát_triển,10,4,Bằng_kỹ_thuật,1,1597,4,Nam,92,2,2,Đại_diện_chăm_sóc_sức_khỏe,3,Đã_kết_hôn,5063,15332,1,Có,Không,14,3,2,80,1,8,3,2,8,2,7,7
40,Không,Ít_khi_công_tác,118,Kinh_doanh,14,2,Khoa_học_sự_sống,1,1598,4,Nữ,84,3,2,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,4639,11262,1,Có,Không,15,3,3,80,1,5,2,3,5,4,1,2
43,Không,Ít_khi_công_tác,990,Nghiên_cứu_và_Phát_triển,27,3,Bằng_kỹ_thuật,1,1599,4,Nam,87,4,1,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Ly_hôn,4876,5855,5,Có,Không,12,3,3,80,1,8,0,3,6,4,0,2
35,Không,Ít_khi_công_tác,1349,Nghiên_cứu_và_Phát_triển,7,2,Khoa_học_sự_sống,1,1601,3,Nam,63,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,4,Đã_kết_hôn,2690,7713,1,Có,Không,18,3,4,80,1,1,5,2,1,0,0,1
46,Không,Ít_khi_công_tác,563,Kinh_doanh,1,4,Khoa_học_sự_sống,1,1602,4,Nam,56,4,4,Quản_lý,1,Độc_thân,17567,3156,1,Có,Không,15,3,2,80,0,27,5,1,26,0,0,12
28,Có,Ít_khi_công_tác,329,Nghiên_cứu_và_Phát_triển,24,3,Y_khoa,1,1604,3,Nam,51,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Đã_kết_hôn,2408,7324,1,Có,Có,17,3,3,80,3,1,3,3,1,1,0,0
22,Không,Không_công_tác,457,Nghiên_cứu_và_Phát_triển,26,2,Khác,1,1605,2,Nữ,85,2,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,2814,10293,1,Có,Có,14,3,2,80,0,4,2,2,4,2,1,3
50,Không,Thường_xuyên_công_tác,1234,Nghiên_cứu_và_Phát_triển,20,5,Y_khoa,1,1606,2,Nam,41,3,4,Đại_diện_chăm_sóc_sức_khỏe,3,Đã_kết_hôn,11245,20689,2,Có,Có,15,3,3,80,1,32,3,3,30,8,12,13
32,Không,Ít_khi_công_tác,634,Nghiên_cứu_và_Phát_triển,5,4,Khác,1,1607,2,Nữ,35,4,1,Nhà_nghiên_cứu_khoa_học,4,Đã_kết_hôn,3312,18783,3,Có,Không,17,3,4,80,2,6,3,3,3,2,0,2
44,Không,Ít_khi_công_tác,1313,Nghiên_cứu_và_Phát_triển,7,3,Y_khoa,1,1608,2,Nữ,31,3,5,Giám_đốc_nghiên_cứu,4,Ly_hôn,19049,3549,0,Có,Có,14,3,4,80,1,23,4,2,22,7,1,10
30,Không,Ít_khi_công_tác,241,Nghiên_cứu_và_Phát_triển,7,3,Y_khoa,1,1609,2,Nam,48,2,1,Nhà_nghiên_cứu_khoa_học,2,Đã_kết_hôn,2141,5348,1,Có,Không,12,3,2,80,1,6,3,2,6,4,1,1
45,Không,Ít_khi_công_tác,1015,Nghiên_cứu_và_Phát_triển,5,5,Y_khoa,1,1611,3,Nữ,50,1,2,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Độc_thân,5769,23447,1,Có,Có,14,3,1,80,0,10,3,3,10,7,1,4
45,Không,Không_công_tác,336,Kinh_doanh,26,3,Tiếp_thị,1,1612,1,Nam,52,2,2,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,4385,24162,1,Có,Không,15,3,1,80,1,10,2,3,10,7,4,5
31,Không,Thường_xuyên_công_tác,715,Kinh_doanh,2,4,Khác,1,1613,4,Nam,54,3,2,Chuyên_viên_kinh_doanh,1,Độc_thân,5332,21602,7,Có,Không,13,3,4,80,0,10,3,3,5,2,0,3
36,Không,Ít_khi_công_tác,559,Nghiên_cứu_và_Phát_triển,12,4,Khoa_học_sự_sống,1,1614,3,Nữ,76,3,2,Giám_đốc_sản_xuất,3,Đã_kết_hôn,4663,12421,9,Có,Có,12,3,2,80,2,7,2,3,3,2,1,1
34,Không,Thường_xuyên_công_tác,426,Nghiên_cứu_và_Phát_triển,10,4,Khoa_học_sự_sống,1,1615,3,Nam,42,4,2,Giám_đốc_sản_xuất,4,Ly_hôn,4724,17000,1,Có,Không,13,3,1,80,1,9,3,3,9,7,7,2
49,Không,Ít_khi_công_tác,722,Nghiên_cứu_và_Phát_triển,25,4,Khoa_học_sự_sống,1,1617,3,Nữ,84,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Đã_kết_hôn,3211,22102,1,Có,Không,14,3,4,80,1,10,3,2,9,6,1,4
39,Không,Ít_khi_công_tác,1387,Nghiên_cứu_và_Phát_triển,10,5,Y_khoa,1,1618,2,Nam,76,3,2,Giám_đốc_sản_xuất,1,Đã_kết_hôn,5377,3835,2,Có,Không,13,3,4,80,3,10,3,3,7,7,7,7
27,Không,Ít_khi_công_tác,1302,Nghiên_cứu_và_Phát_triển,19,3,Khác,1,1619,4,Nam,67,2,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Ly_hôn,4066,16290,1,Có,Không,11,3,1,80,2,7,3,3,7,7,0,7
35,Không,Ít_khi_công_tác,819,Nghiên_cứu_và_Phát_triển,18,5,Khoa_học_sự_sống,1,1621,2,Nam,48,4,2,Nhà_nghiên_cứu_khoa_học,1,Đã_kết_hôn,5208,26312,1,Có,Không,11,3,4,80,0,16,2,3,16,15,1,10
28,Không,Ít_khi_công_tác,580,Nghiên_cứu_và_Phát_triển,27,3,Y_khoa,1,1622,2,Nữ,39,1,2,Giám_đốc_sản_xuất,1,Ly_hôn,4877,20460,0,Có,Không,21,4,2,80,1,6,5,2,5,3,0,0
21,Không,Ít_khi_công_tác,546,Nghiên_cứu_và_Phát_triển,5,1,Y_khoa,1,1623,3,Nam,97,3,1,Nhà_nghiên_cứu_khoa_học,4,Độc_thân,3117,26009,1,Có,Không,18,3,3,80,0,3,2,3,2,2,2,2
18,Có,Thường_xuyên_công_tác,544,Kinh_doanh,3,2,Y_khoa,1,1624,2,Nữ,70,3,1,Đại_diện_kinh_doanh,4,Độc_thân,1569,18420,1,Có,Có,12,3,3,80,0,0,2,4,0,0,0,0
47,Không,Ít_khi_công_tác,1176,Nhân_sự,26,4,Khoa_học_sự_sống,1,1625,4,Nữ,98,3,5,Quản_lý,3,Đã_kết_hôn,19658,5220,3,Có,Không,11,3,3,80,1,27,2,3,5,2,1,0
39,Không,Ít_khi_công_tác,170,Nghiên_cứu_và_Phát_triển,3,2,Y_khoa,1,1627,3,Nam,76,2,2,Kỹ_thuật_viên_phòng_thí_nghiệm,3,Ly_hôn,3069,10302,0,Có,Không,15,3,4,80,1,11,3,3,10,8,0,7
40,Không,Ít_khi_công_tác,884,Nghiên_cứu_và_Phát_triển,15,3,Khoa_học_sự_sống,1,1628,1,Nữ,80,2,3,Giám_đốc_sản_xuất,3,Đã_kết_hôn,10435,25800,1,Có,Không,13,3,4,80,2,18,2,3,18,15,14,12
35,Không,Không_công_tác,208,Nghiên_cứu_và_Phát_triển,8,4,Khoa_học_sự_sống,1,1630,3,Nữ,52,3,2,Đại_diện_chăm_sóc_sức_khỏe,3,Đã_kết_hôn,4148,12250,1,Có,Không,12,3,4,80,1,15,5,3,14,11,2,9
37,Không,Ít_khi_công_tác,671,Nghiên_cứu_và_Phát_triển,19,3,Khoa_học_sự_sống,1,1631,3,Nam,85,3,2,Giám_đốc_sản_xuất,3,Đã_kết_hôn,5768,26493,3,Có,Không,17,3,1,80,3,9,2,2,4,3,0,2
39,Không,Thường_xuyên_công_tác,711,Nghiên_cứu_và_Phát_triển,4,3,Y_khoa,1,1633,1,Nữ,81,3,2,Giám_đốc_sản_xuất,3,Độc_thân,5042,3140,0,Có,Không,13,3,4,80,0,10,2,1,9,2,3,8
45,Không,Ít_khi_công_tác,1329,Nghiên_cứu_và_Phát_triển,2,2,Khác,1,1635,4,Nữ,59,2,2,Giám_đốc_sản_xuất,4,Ly_hôn,5770,5388,1,Có,Không,19,3,1,80,2,10,3,3,10,7,3,9
38,Không,Ít_khi_công_tác,397,Nghiên_cứu_và_Phát_triển,2,2,Y_khoa,1,1638,4,Nữ,54,2,3,Giám_đốc_sản_xuất,3,Đã_kết_hôn,7756,14199,3,Có,Có,19,3,4,80,1,10,6,4,5,4,0,2
35,Có,Ít_khi_công_tác,737,Kinh_doanh,10,3,Y_khoa,1,1639,4,Nam,55,2,3,Chuyên_viên_kinh_doanh,1,Đã_kết_hôn,10306,21530,9,Có,Không,17,3,3,80,0,15,3,3,13,12,6,0
37,Không,Ít_khi_công_tác,1470,Nghiên_cứu_và_Phát_triển,10,3,Y_khoa,1,1640,2,Nữ,71,3,1,Nhà_nghiên_cứu_khoa_học,2,Đã_kết_hôn,3936,9953,1,Có,Không,11,3,1,80,1,8,2,1,8,4,7,7
40,Không,Ít_khi_công_tác,448,Nghiên_cứu_và_Phát_triển,16,3,Khoa_học_sự_sống,1,1641,3,Nữ,84,3,3,Giám_đốc_sản_xuất,4,Độc_thân,7945,19948,6,Có,Có,15,3,4,80,0,18,2,2,4,2,3,3
44,Không,Thường_xuyên_công_tác,602,Nhân_sự,1,5,Nhân_sự,1,1642,1,Nam,37,3,2,Nhân_sự,4,Đã_kết_hôn,5743,10503,4,Có,Có,11,3,3,80,0,14,3,3,10,7,0,2
48,Không,Thường_xuyên_công_tác,365,Nghiên_cứu_và_Phát_triển,4,5,Y_khoa,1,1644,3,Nam,89,2,4,Quản_lý,4,Đã_kết_hôn,15202,5602,2,Có,Không,25,4,2,80,1,23,3,3,2,2,2,2
35,Có,Ít_khi_công_tác,763,Kinh_doanh,15,2,Y_khoa,1,1645,1,Nam,59,1,2,Chuyên_viên_kinh_doanh,4,Ly_hôn,5440,22098,6,Có,Có,14,3,4,80,2,7,2,2,2,2,2,2
24,Không,Thường_xuyên_công_tác,567,Nghiên_cứu_và_Phát_triển,2,1,Bằng_kỹ_thuật,1,1646,1,Nữ,32,3,1,Nhà_nghiên_cứu_khoa_học,4,Độc_thân,3760,17218,1,Có,Có,13,3,3,80,0,6,2,3,6,3,1,3
27,Không,Ít_khi_công_tác,486,Nghiên_cứu_và_Phát_triển,8,3,Y_khoa,1,1647,2,Nữ,86,4,1,Nhà_nghiên_cứu_khoa_học,3,Đã_kết_hôn,3517,22490,7,Có,Không,17,3,1,80,0,5,0,3,3,2,0,2
27,Không,Thường_xuyên_công_tác,591,Nghiên_cứu_và_Phát_triển,2,3,Y_khoa,1,1648,4,Nam,87,3,1,Nhà_nghiên_cứu_khoa_học,4,Độc_thân,2580,6297,2,Có,Không,13,3,3,80,0,6,0,2,4,2,1,2
40,Có,Ít_khi_công_tác,1329,Nghiên_cứu_và_Phát_triển,7,3,Khoa_học_sự_sống,1,1649,1,Nam,73,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,1,Độc_thân,2166,3339,3,Có,Có,14,3,2,80,0,10,3,1,4,2,0,3
29,Không,Ít_khi_công_tác,469,Kinh_doanh,10,3,Y_khoa,1,1650,3,Nam,42,2,2,Chuyên_viên_kinh_doanh,3,Độc_thân,5869,23413,9,Có,Không,11,3,3,80,0,8,2,3,5,2,1,4
36,Không,Ít_khi_công_tác,711,Nghiên_cứu_và_Phát_triển,5,4,Khoa_học_sự_sống,1,1651,2,Nữ,42,3,3,Đại_diện_chăm_sóc_sức_khỏe,1,Đã_kết_hôn,8008,22792,4,Có,Không,12,3,3,80,2,9,6,3,3,2,0,2
25,Không,Thường_xuyên_công_tác,772,Nghiên_cứu_và_Phát_triển,2,1,Khoa_học_sự_sống,1,1653,4,Nam,77,4,2,Giám_đốc_sản_xuất,3,Ly_hôn,5206,4973,1,Có,Không,17,3,3,80,2,7,6,3,7,7,0,7
39,Không,Ít_khi_công_tác,492,Nghiên_cứu_và_Phát_triển,12,3,Y_khoa,1,1654,4,Nam,66,3,2,Giám_đốc_sản_xuất,2,Đã_kết_hôn,5295,7693,4,Có,Không,21,4,3,80,0,7,3,3,5,4,1,0
49,Không,Ít_khi_công_tác,301,Nghiên_cứu_và_Phát_triển,22,4,Khác,1,1655,1,Nữ,72,3,4,Giám_đốc_nghiên_cứu,2,Đã_kết_hôn,16413,3498,3,Có,Không,16,3,2,80,2,27,2,3,4,2,1,2
50,Không,Ít_khi_công_tác,813,Nghiên_cứu_và_Phát_triển,17,5,Khoa_học_sự_sống,1,1656,4,Nữ,50,2,3,Giám_đốc_nghiên_cứu,1,Ly_hôn,13269,21981,5,Có,Không,15,3,3,80,3,19,3,3,14,11,1,11
20,Không,Ít_khi_công_tác,1141,Kinh_doanh,2,3,Y_khoa,1,1657,3,Nữ,31,3,1,Đại_diện_kinh_doanh,3,Độc_thân,2783,13251,1,Có,Không,19,3,1,80,0,2,3,3,2,2,2,2
34,Không,Ít_khi_công_tác,1130,Nghiên_cứu_và_Phát_triển,3,3,Khoa_học_sự_sống,1,1658,4,Nữ,66,3,2,Nhà_nghiên_cứu_khoa_học,2,Ly_hôn,5433,19332,1,Có,Không,12,3,3,80,1,11,2,3,11,8,7,9
36,Không,Ít_khi_công_tác,311,Nghiên_cứu_và_Phát_triển,7,3,Khoa_học_sự_sống,1,1659,1,Nam,77,3,1,Kỹ_thuật_viên_phòng_thí_nghiệm,2,Độc_thân,2013,10950,2,Có,Không,11,3,3,80,0,15,4,3,4,3,1,3
49,Không,Ít_khi_công_tác,465,Nghiên_cứu_và_Phát_triển,6,1,Khoa_học_sự_sống,1,1661,3,Nữ,41,2,4,Đại_diện_chăm_sóc_sức_khỏe,3,Đã_kết_hôn,13966,11652,2,Có,Có,19,3,2,80,1,30,3,3,15,11,2,12
36,Không,Không_công_tác,894,Nghiên_cứu_và_Phát_triển,1,4,Y_khoa,1,1662,4,Nữ,33,2,2,Giám_đốc_sản_xuất,3,Đã_kết_hôn,4374,15411,0,Có,Không,15,3,3,80,0,4,6,3,3,2,1,2
36,Không,Ít_khi_công_tác,1040,Nghiên_cứu_và_Phát_triển,3,2,Khoa_học_sự_sống,1,1664,4,Nam,79,4,2,Đại_diện_chăm_sóc_sức_khỏe,1,Ly_hôn,6842,26308,6,Có,Không,20,4,1,80,1,13,3,3,5,4,0,4
54,Không,Ít_khi_công_tác,584,Nghiên_cứu_và_Phát_triển,22,5,Y_khoa,1,1665,2,Nữ,91,3,4,Quản_lý,3,Đã_kết_hôn,17426,18685,3,Có,Không,25,4,3,80,1,36,6,3,10,8,4,7
43,Không,Ít_khi_công_tác,1291,Nghiên_cứu_và_Phát_triển,15,2,Khoa_học_sự_sống,1,1666,3,Nam,65,2,4,Giám_đốc_nghiên_cứu,3,Đã_kết_hôn,17603,3525,1,Có,Không,24,4,1,80,1,14,3,3,14,10,6,11
35,Có,Thường_xuyên_công_tác,880,Kinh_doanh,12,4,Khác,1,1667,4,Nam,36,3,2,Chuyên_viên_kinh_doanh,4,Độc_thân,4581,10414,3,Có,Có,24,4,1,80,0,13,2,4,11,9,6,7
38,Không,Thường_xuyên_công_tác,1189,Nghiên_cứu_và_Phát_triển,1,3,Khoa_học_sự_sống,1,1668,4,Nam,90,3,2,Nhà_nghiên_cứu_khoa_học,4,Đã_kết_hôn,4735,9867,7,Có,Không,15,3,4,80,2,19,4,4,13,11,2,9
29,Không,Ít_khi_công_tác,991,Kinh_doanh,5,3,Y_khoa,1,1669,1,Nam,43,2,2,Chuyên_viên_kinh_doanh,2,Ly_hôn,4187,3356,1,Có,Có,13,3,2,80,1,10,3,2,10,0,0,9
33,Không,Ít_khi_công_tác,392,Kinh_doanh,2,4,Y_khoa,1,1670,4,Nam,93,3,2,Chuyên_viên_kinh_doanh,4,Ly_hôn,5505,3921,1,Có,Không,14,3,3,80,2,6,5,3,6,2,0,4
32,Không,Ít_khi_công_tác,977,Nghiên_cứu_và_Phát_triển,2,3,Y_khoa,1,1671,4,Nam,45,3,2,Nhà_nghiên_cứu_khoa_học,2,Ly_hôn,5470,25518,0,Có,Không,13,3,3,80,2,10,4,2,9,5,1,6
31,Không,Ít_khi_công_tác,1112,Kinh_doanh,5,4,Khoa_học_sự_sống,1,1673,1,Nữ,67,3,2,Chuyên_viên_kinh_doanh,4,Đã_kết_hôn,5476,22589,1,Có,Không,11,3,1,80,2,10,2,3,10,0,0,2
